performer,main_artist_suggested
Frank Gari,Frank Gari
The Poppies,The Poppies
Shaggy Featuring Janet,Shaggy
Playboi Carti Featuring Kid Cudi,Playboi Carti
KRS-One,KRS-One
Bad Bunny Featuring Drake,Bad Bunny
BTS Featuring Desiigner,BTS
Clipse Featuring Faith Evans,Clipse
Los Del Mar,Los Del Mar
Los Del Rio,Los Del Rio
John Livigni,John Livigni
Channel Live,Channel Live
Janet & Daddy Yankee,Janet
Snootie Wild Featuring K Camp,Snootie Wild
B.o.B Featuring Rivers Cuomo,B.o.B
Future Featuring T.I.,Future
Lil' Kim Featuring 50 Cent,Lil' Kim
Rick Ross Featuring John Legend,Rick Ross
"John Williams/""Jaws"" Soundtrack","John Williams/""Jaws"" Soundtrack"
Peter Schilling,Peter Schilling
Twista Featuring Chris Brown,Twista
Wind,Wind
The Castells,The Castells
"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",Master P
Teairra Mari,Teairra Mari
Kid Cudi Featuring Kanye West & Common,Kid Cudi
The Walker Bros.,The Walker Bros.
"Nicole Featuring Missy ""Misdemeanor"" Elliott & Mocha",Nicole
Brooklyn Dreams,Brooklyn Dreams
Keith Sweat (Duet With Jacci McGhee),Keith Sweat (Duet
Rob Jungklas,Rob Jungklas
Tyga,Tyga
Johnny Thunder & Ruby Winters,Johnny Thunder
T.G. Sheppard With Clint Eastwood,T.G. Sheppard
Aurra,Aurra
Floyd Robinson,Floyd Robinson
Dick Feller,Dick Feller
Cyndi Grecco,Cyndi Grecco
Stan Kenton,Stan Kenton
Lou Bega,Lou Bega
Louis Armstrong,Louis Armstrong
Meryl Streep,Meryl Streep
Pop-Tops,Pop-Tops
Queen Pen Featuring Teddy Riley,Queen Pen
Adam Levine & Javier Colon,Adam Levine
Ginger Baker's Air Force,Ginger Baker's Air Force
ScHoolboy Q,ScHoolboy Q
Mike Post,Mike Post
Rosemary Clooney,Rosemary Clooney
Bow Wow Featuring Soulja Boy Tell'em,Bow Wow
Santana Featuring The Product G&B,Santana
The Ran-Dells,The Ran-Dells
"Game Featuring Lil Wayne & Tyler, The Creator",Game
The Exotic Sounds of Martin Denny,The Exotic Sounds of Martin Denny
Big Sean Featuring Kanye West & Roscoe Dash,Big Sean
Charlie Puth Featuring Meghan Trainor,Charlie Puth
Ronnie Hawkins and The Hawks,Ronnie Hawkins and The Hawks
Gang Starr,Gang Starr
Four Jacks And A Jill,Four Jacks And A Jill
The Wailers,The Wailers
"Rick Ross Featuring Kanye West, T-Pain & Lil' Wayne",Rick Ross
Frank Sinatra & Sammy Davis Jr.,Frank Sinatra
Anitta Featuring Cardi B & Myke Towers,Anitta
Glenn Medeiros (Featuring The Stylistics),Glenn Medeiros (
Buchanan Brothers,Buchanan Brothers
Charlie Byrd,Charlie Byrd
Zapp & Roger,Zapp
Tony Burrows,Tony Burrows
Bing Crosby & The Andrews Sisters,Bing Crosby
Judy Cheeks,Judy Cheeks
The Unknowns,The Unknowns
"Hustle Gang Featuring T.I., B.o.B, Kendrick Lamar & Kris Stephens",Hustle Gang
Vigrass & Osborne,Vigrass
"Shaquille O'Neal, Ice Cube, B Real, Peter Gunz & KRS-One",Shaquille O'Neal
Apollo 100,Apollo 100
"Kanye West, Big Sean, Pusha T, 2 Chainz",Kanye West
Don Covay & The Goodtimers,Don Covay
Larry Williams & Johnny Watson,Larry Williams
Marlena Shaw,Marlena Shaw
The Whatnauts & The Whatnaut Band,The Whatnauts
Demi Lovato Featuring Ariana Grande,Demi Lovato
J Balvin & Willy William Featuring Beyonce,J Balvin
Jan Hammer,Jan Hammer
Bud Shank,Bud Shank
DJ Snake Featuring Bipolar Sunshine,DJ Snake
Louise Tucker,Louise Tucker
David Carroll And His Orchestra,David Carroll And His Orchestra
Joe Cocker and The Chris Stainton Band,Joe Cocker and The Chris Stainton Band
Al Stewart,Al Stewart
The Revels,The Revels
DJ Luke Nasty,DJ Luke Nasty
A Boogie Wit da Hoodie Featuring Young Thug,A Boogie Wit da Hoodie
Mighty Clouds Of Joy,Mighty Clouds Of Joy
Smooth,Smooth
The Trade Winds,The Trade Winds
Soul Asylum,Soul Asylum
Curiosity Killed The Cat,Curiosity Killed The Cat
Andru Donalds,Andru Donalds
The New Yorkers,The New Yorkers
Panic! At The Disco Featuring Lolo,Panic! At The Disco
Trippie Redd & Playboi Carti,Trippie Redd
Everything But The Girl,Everything But The Girl
"Brandy, Tamia, Gladys Knight & Chaka Khan",Brandy
Mountain,Mountain
The Videls,The Videls
Mistress,Mistress
"""Groove"" Holmes","Groove"" Holmes"
Patty & The Emblems,Patty
Austin Mahone Featuring Pitbull,Austin Mahone
The Notorious B.I.G. Featuring Puff Daddy & Mase,The Notorious B.I.G.
Mark Morrison,Mark Morrison
Inez Foxx with Charlie Foxx,Inez Foxx
Larry Bright,Larry Bright
"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",Tyga
Sponge,Sponge
Nicki Minaj Featuring Drake,Nicki Minaj
2 Chainz Featuring Kendrick Lamar,2 Chainz
Carl Mann,Carl Mann
The Flying Lizards,The Flying Lizards
Barrett Strong,Barrett Strong
JD Featuring Jay-Z,JD
Ralph Tresvant,Ralph Tresvant
Lil Scrappy Featuring Young Buck,Lil Scrappy
Ludacris Featuring Pharrell,Ludacris
Chris Blue,Chris Blue
Ariana Grande & Victoria Monet,Ariana Grande
Fred Schneider,Fred Schneider
"Kanye West Featuring Jay-Z, Rick Ross, Bon Iver & Nicki Minaj",Kanye West
Shawn Mendes & Justin Bieber,Shawn Mendes
"Bobby ""Boris"" Pickett And The Crypt-Kickers","Bobby ""Boris"" Pickett And The Crypt-Kickers"
Amazulu,Amazulu
"Beyonce, JAY-Z & Childish Gambino Featuring Oumou Sangare",Beyonce
Vik Venus Alias: Your Main Moon Man,Vik Venus Alias: Your Main Moon Man
Captain Hollywood Project,Captain Hollywood Project
Zapp,Zapp
Ingrid Andress,Ingrid Andress
More Stars On 45,More Stars On 45
Spiral Starecase,Spiral Starecase
Andrea True Connection,Andrea True Connection
Ivo Robic and The Song-Masters,Ivo Robic and The Song-Masters
Ten Wheel Drive With Genya Ravan,Ten Wheel Drive
OutKast Featuring Scar & Sleepy Brown,OutKast
Kodak Black Featuring Juice WRLD,Kodak Black
Bob Dylan/The Band,Bob Dylan/The Band
Normani,Normani
Ariana Grande Featuring Doja Cat,Ariana Grande
Tico And The Triumphs,Tico And The Triumphs
Philly Cream,Philly Cream
Harold Dorman,Harold Dorman
Merril Bainbridge,Merril Bainbridge
Delaney & Bonnie,Delaney
DJ Laz Featuring Flo Rida & Casely,DJ Laz
Nina Sky Featuring Jabba,Nina Sky
A$AP Ferg Featuring Nicki Minaj & MadeinTYO,A$AP Ferg
Elliott Yamin,Elliott Yamin
Waldo De Los Rios,Waldo De Los Rios
Henry Mancini,Henry Mancini
Lunar Funk,Lunar Funk
Gillette,Gillette
Mark McGuinn,Mark McGuinn
Cheri,Cheri
Tufano & Giammarese,Tufano
Heartsfield,Heartsfield
James Last,James Last
David Crosby,David Crosby
'N Sync & Gloria Estefan,N Sync
Tyga Featuring Nicki Minaj,Tyga
Summer Walker & PARTYNEXTDOOR,Summer Walker
QT,QT
Liquid Gold,Liquid Gold
Charlie Drake,Charlie Drake
Millie Small,Millie Small
Donna Lynn,Donna Lynn
Eddie Vedder,Eddie Vedder
Sandy Stewart,Sandy Stewart
Little Jo Ann,Little Jo Ann
Cassidy Featuring Swizz Beatz,Cassidy
Blake Shelton Featuring Gwen Sebastian,Blake Shelton
Avant Featuring KeKe Wyatt,Avant
New Found Glory,New Found Glory
Amii Stewart & Johnny Bristol,Amii Stewart
Deja Vu,Deja Vu
The Blue Notes,The Blue Notes
YG Featuring Jeezy & Rich Homie Quan,YG
Matt Monro,Matt Monro
Supertramp Featuring Rick Davies,Supertramp
Jamie Horton,Jamie Horton
Julio Iglesias Featuring Stevie Wonder,Julio Iglesias
Justin Timberlake Featuring T.I.,Justin Timberlake
Margie Joseph,Margie Joseph
Space,Space
Somethin' For The People Featuring Trina & Tamara,Somethin' For The People
Doug Franklin With The Bluenotes,Doug Franklin
The Kingbees,The Kingbees
"DJ Drama Featuring 2 Chainz, Meek Mill & Jeremih",DJ Drama
Khia Featuring DSD,Khia
Camila Cabello Featuring DaBaby,Camila Cabello
The Girlfriends,The Girlfriends
Lit,Lit
Wale,Wale
Nelly Featuring Jaheim,Nelly
The Joe Jeffrey Group,The Joe Jeffrey Group
Young Jeezy Featuring Nas,Young Jeezy
R. Kelly Featuring 2 Chainz,R. Kelly
Cliff DeYoung,Cliff DeYoung
The Jive Five With Joe Rene And Orchestra,The Jive Five
Saweetie,Saweetie
Piero Umiliani,Piero Umiliani
Limp Bizkit Featuring Method Man,Limp Bizkit
DaBaby Featuring Ashanti & Megan Thee Stallion,DaBaby
112 Featuring Super Cat,112
Ying Yang Twins,Ying Yang Twins
Dev & Enrique Iglesias,Dev
Luscious Jackson,Luscious Jackson
Big Noise,Big Noise
Trick Daddy Featuring Trina,Trick Daddy
T-Wayne,T-Wayne
Nitty,Nitty
"Joiner, Arkansas Junior High School Band",Joiner
Shareefa Featuring Ludacris,Shareefa
Migos Featuring YoungBoy Never Broke Again,Migos
Donnie Owens,Donnie Owens
Tom Petty & The Heartbreakers With Stevie Nicks,Tom Petty
Pooh Shiesty Featuring BIG30,Pooh Shiesty
Lil Uzi Vert Featuring Pharrell Williams,Lil Uzi Vert
Rosco Martinez,Rosco Martinez
Trillville,Trillville
Flume Featuring Kai,Flume
Sherrie Austin,Sherrie Austin
Ciara Featuring Young Jeezy,Ciara
Keith Martin,Keith Martin
Nate Dogg Featuring Snoop Doggy Dogg,Nate Dogg
Lil Baby & Gunna Featuring Drake,Lil Baby
Good 2 Go,Good 2 Go
Bone Crusher Featuring Killer Mike & T.I.,Bone Crusher
Marvin Sapp,Marvin Sapp
Deadeye Dick,Deadeye Dick
50 Cent Featuring Dr. Dre & Alicia Keys,50 Cent
Chris Brown Featuring Usher & Rick Ross,Chris Brown
Rich The Kid Featuring Kendrick Lamar,Rich The Kid
Pusha T Kanye West,Pusha T Kanye West
Alpha Rev,Alpha Rev
Ja Rule Featuring Fat Joe & Jadakiss,Ja Rule
Meghan Trainor Featuring Nicki Minaj,Meghan Trainor
Michel'le,Michel'le
Rolf Harris,Rolf Harris
"Dove Cameron, Sofia Carson, Booboo Stewart, Cameron Boyce, Thomas Doherty, China Anne McClain & Dylan Playfair",Dove Cameron
Marilyn Martin,Marilyn Martin
Pete Antell,Pete Antell
Rufus & Carla,Rufus
Offset & Metro Boomin,Offset
John Forte,John Forte
Dukays,Dukays
Ricardo Ray,Ricardo Ray
Bulldog,Bulldog
Dodie Stevens,Dodie Stevens
Lil Uzi Vert Featuring Lil Durk,Lil Uzi Vert
Young Gunz Featuring Rell,Young Gunz
Melba Montgomery,Melba Montgomery
Shirley Caesar,Shirley Caesar
Gerry Granahan,Gerry Granahan
Jay Z Kanye West Featuring Frank Ocean,Jay Z Kanye West
Big Sean Featuring Eminem,Big Sean
"Nicki Minaj, Drake & Lil Wayne",Nicki Minaj
Chris Brown Featuring Drake,Chris Brown
2 Chainz Featuring Drake,2 Chainz
Eminem Featuring Lil Wayne,Eminem
George LaMond (Duet With Brenda K. Starr),George LaMond (Duet
The T-Bones,The T-Bones
"Metro Boomin Featuring Travis Scott, Kodak Black & 21 Savage",Metro Boomin
Ruff Endz,Ruff Endz
3LW,3LW
The Smoke Ring,The Smoke Ring
Scorpions,Scorpions
Reina,Reina
The Four Aces,The Four Aces
Sporty Thievz Featuring Mr. Woods,Sporty Thievz
Lil Scrappy,Lil Scrappy
Cheat Codes Featuring Demi Lovato,Cheat Codes
Alice Merton,Alice Merton
Los Umbrellos,Los Umbrellos
Lil Wayne Featuring Detail,Lil Wayne
Kenny Loggins With Jim Messina,Kenny Loggins
Jeanette (Baby) Washington,Jeanette (Baby) Washington
Nate Dogg Featuring Warren G,Nate Dogg
Ricky Martin Duet With Christina Aguilera,Ricky Martin Duet
J. Cole Featuring Missy Elliott,J. Cole
"Juvenile, Wacko & Skip",Juvenile
Jhene Aiko Featuring Big Sean,Jhene Aiko
Eminem Featuring Royce Da 5'9,Eminem
Eric Hine,Eric Hine
Country Joe & The Fish,Country Joe
Mary J. Blige Featuring Eve,Mary J. Blige
Drake Featuring Chris Brown,Drake
Mack 10 & Tha Dogg Pound,Mack 10
Mic Geronimo Featuring DMX & Black Rob,Mic Geronimo
Joey Lawrence,Joey Lawrence
B.o.B Featuring Bruno Mars,B.o.B
Eddie Fontaine,Eddie Fontaine
Jesse Winchester,Jesse Winchester
Lil Wayne & Charlie Puth,Lil Wayne
NB Ridaz Featuring Angelina,NB Ridaz
Sage The Gemini,Sage The Gemini
High School Musical 3 Cast,High School Musical 3 Cast
Third World,Third World
Lena Horne,Lena Horne
Lil Skies Featuring Landon Cube,Lil Skies
Pharrell Featuring Kanye West,Pharrell
R. Kelly Featuring Keri Hilson,R. Kelly
People's Choice,People's Choice
Waka Flocka Flame,Waka Flocka Flame
The Four Knights,The Four Knights
Marshmello & Demi Lovato,Marshmello
Young M.A,Young M.A
Martin Garrix Featuring Khalid,Martin Garrix
Hillsong UNITED,Hillsong UNITED
Ray Bryant,Ray Bryant
Romeo Santos Featuring Drake,Romeo Santos
The Beatnuts Featuring Big Punisher & Cuban Link,The Beatnuts
Ariana Grande Featuring The Weeknd,Ariana Grande
Lil Baby & Gunna Featuring Lil Durk & NAV,Lil Baby
Meek Mill Featuring Young Thug & 21 Savage,Meek Mill
Adrian Belew,Adrian Belew
Los Pop Tops,Los Pop Tops
"DJ Drama Featuring Fabolous, Roscoe Dash & Wiz Khalifa",DJ Drama
Bertha Tillman,Bertha Tillman
Mariah Carey Featuring Ariana Grande & Jennifer Hudson,Mariah Carey
Yello,Yello
Juelz Santana,Juelz Santana
Roy Orbison And The Candy Men,Roy Orbison And The Candy Men
Nivea Featuring Lil Jon & YoungBloodZ,Nivea
Billy Gilman,Billy Gilman
Brad Paisley Featuring Alabama,Brad Paisley
The Chargers,The Chargers
Lupe Fiasco Featuring Ed Sheeran,Lupe Fiasco
Ralph DeMarco,Ralph DeMarco
Rod McKuen,Rod McKuen
Glass Moon,Glass Moon
Trick Pony,Trick Pony
Anacostia,Anacostia
Shyheim,Shyheim
Wale Featuring Jeremih,Wale
"DJ Khaled Featuring Travis Scott, Rick Ross & Big Sean",DJ Khaled
Wiz Khalifa Featuring Too $hort,Wiz Khalifa
Patti LaBelle & Michael McDonald,Patti LaBelle
Peach Union,Peach Union
Cody Johnson,Cody Johnson
Demi Lovato Featuring Jonas Brothers,Demi Lovato
Saga,Saga
Russ Ballard,Russ Ballard
Post Malone Featuring Meek Mill & Lil Baby,Post Malone
Jackie English,Jackie English
Rochell And The Candles With Johnny Wyatt,Rochell And The Candles
Think,Think
Usher & Michelle Chamuel,Usher
Robert Miles Featuring Maria Nayler,Robert Miles
HARDY Featuring Lauren Alaina & Devin Dawson,HARDY
Chingy Featuring J. Weav,Chingy
Drake Featuring WizKid & Kyla,Drake
Logic Featuring Ryan Tedder,Logic
Marilyn Sellars,Marilyn Sellars
Tupac With Eminem Featuring The Outlawz,Tupac
Julie,Julie
Eddie & The Tide,Eddie
The Romantics,The Romantics
The Satisfactions,The Satisfactions
Ludacris Co-Starring T-Pain,Ludacris Co-Starring T-Pain
Streek,Streek
Leslie Uggams,Leslie Uggams
Timmy T.,Timmy T.
Murray Head,Murray Head
Robey,Robey
The Magic Lanterns,The Magic Lanterns
Joan Osborne,Joan Osborne
To Be Continued...,To Be Continued...
Gavin Christopher,Gavin Christopher
Mariah Carey & Boyz II Men,Mariah Carey
Marshmello & Kane Brown,Marshmello
Brewer And Shipley,Brewer And Shipley
Keith Urban Duet With P!nk,Keith Urban Duet
Beau Brummels,Beau Brummels
Bandit,Bandit
Trent Tomlinson,Trent Tomlinson
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Nicki Minaj
Garbage,Garbage
Margaret Whiting,Margaret Whiting
Kanye West Featuring Paul McCartney,Kanye West
La Flavour,La Flavour
Morgan Wallen Featuring Chris Stapleton,Morgan Wallen
Favorite Angel,Favorite Angel
Loleatta Holloway And Bunny Sigler,Loleatta Holloway And Bunny Sigler
Yaz,Yaz
Fred Hughes,Fred Hughes
Jessie Hill,Jessie Hill
Snap!,Snap!
The Honeycones,The Honeycones
The Jewels,The Jewels
Paula Abdul (Duet With The Wild Pair),Paula Abdul (Duet
"Lil Yachty, Drake & DaBaby",Lil Yachty
Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,Ty Dolla $ign
Jay Z Kanye West Featuring Otis Redding,Jay Z Kanye West
Sech Featuring Darell,Sech
"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",Sech
Bill Pursell,Bill Pursell
"DJ Khaled Feat. Akon, Plies, Young Jeezy, Rick Ross, Ace Hood, Trick Daddy & Lil' Boosie",DJ Khaled
JACKBOYS Featuring Young Thug,JACKBOYS
Morgan Wallen Featuring Ben Burgess,Morgan Wallen
Aaron Lewis Of Staind With Fred Durst,Aaron Lewis Of Staind
50 Cent Featuring Mobb Deep,50 Cent
Khalid With John Mayer,Khalid
Bow Wow Featuring T-Pain & Johnta Austin,Bow Wow
Bryson Tiller Featuring Drake,Bryson Tiller
Nelly Featuring Tim McGraw,Nelly
Thurston Harris,Thurston Harris
Gary Tanner,Gary Tanner
Metro Boomin Featuring Travis Scott,Metro Boomin
Jhene Aiko,Jhene Aiko
DaBaby Featuring Kevin Gates,DaBaby
PIKOTARO,PIKOTARO
Justin Bieber Featuring R. Kelly,Justin Bieber
Buckner & Garcia,Buckner
Toni Arden,Toni Arden
Jimmy Eat World,Jimmy Eat World
Drake Featuring Playboi Carti,Drake
Desiigner,Desiigner
Kelly Osbourne,Kelly Osbourne
M.I.A.,M.I.A.
Ty Dolla $ign Featuring B.o.B,Ty Dolla $ign
Art Of Noise With Max Headroom,Art Of Noise
T.I. Featuring Lil Baby,T.I.
Kerry Chater,Kerry Chater
Beyonce Featuring Andre 3000,Beyonce
Chris Brown Featuring Usher & Gucci Mane,Chris Brown
Eddie Murphy,Eddie Murphy
Shania Twain With Billy Currington Or Mark McGrath,Shania Twain
Bernadette Carroll,Bernadette Carroll
StaySolidRocky,StaySolidRocky
Claudine Clark,Claudine Clark
Pat Lundi,Pat Lundi
Nelly Featuring Fergie,Nelly
Wyclef Jean Featuring Missy Elliott,Wyclef Jean
Musical Youth,Musical Youth
K5,K5
Trevor Daniel x Selena Gomez,Trevor Daniel
Frankie Valli & The 4 Seasons,Frankie Valli
Future & Young Thug Featuring Offset,Future
Gary O',Gary O
One 2 One,One 2 One
Justin Bieber Featuring Daniel Caesar & Giveon,Justin Bieber
The Presidents Of The United States Of America,The Presidents Of The United States Of America
The Marathons,The Marathons
Twennynine Featuring Lenny White,Twennynine
The Sunglows,The Sunglows
Freddie McCoy,Freddie McCoy
Lil Yachty Featuring Migos,Lil Yachty
The Cadillacs,The Cadillacs
Robert Maxwell His Harp And Orchestra,Robert Maxwell His Harp And Orchestra
The Pyramids,The Pyramids
Lou Monte,Lou Monte
The Peppers,The Peppers
Monchy & Alexandra,Monchy
Stacy Lattisaw & Johnny Gill,Stacy Lattisaw
Scritti Politti,Scritti Politti
Shakira Featuring Nicky Jam,Shakira
Roddy Ricch Featuring Meek Mill,Roddy Ricch
Ray Anthony and His Orchestra,Ray Anthony and His Orchestra
The Art Of Noise Featuring Duane Eddy,The Art Of Noise
Chris Barber's Jazz Band,Chris Barber's Jazz Band
The Shins,The Shins
Art Lund,Art Lund
Glee Cast Featuring Olivia Newton-John,Glee Cast
Brenda Russell Featuring Joe Esposito,Brenda Russell
Famous Dex Featuring A$AP Rocky,Famous Dex
Home Team,Home Team
Pat Zill,Pat Zill
Young Thug And Travis Scott Featuring Quavo,Young Thug And Travis Scott
Kid Rock Featuring Sheryl Crow,Kid Rock
The Last Goodnight,The Last Goodnight
Erma Franklin,Erma Franklin
The Changin' Times,The Changin' Times
"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",Chris Brown
Charlie Dore,Charlie Dore
Ludacris Featuring Bobby Valentino,Ludacris
The Newcomers,The Newcomers
Brian Protheroe,Brian Protheroe
The Crescents Featuring Chiyo,The Crescents
Chantay's,Chantay's
The Four Sportsmen,The Four Sportsmen
A$AP Ferg Featuring Nicki Minaj,A$AP Ferg
David Banner,David Banner
David Guetta Featuring Ne-Yo & Akon,David Guetta
Simple E,Simple E
Big Sean Featuring Chris Brown & Ty Dolla $ign,Big Sean
Roxanne,Roxanne
Marlowe Morris Quintet,Marlowe Morris Quintet
Junior M.A.F.I.A.,Junior M.A.F.I.A.
The Kinleys,The Kinleys
Gloria Walker/Chevelles,Gloria Walker/Chevelles
The Charmettes,The Charmettes
Lauren Wood,Lauren Wood
Diane Ray,Diane Ray
Plies Featuring Jamie Foxx & The-Dream,Plies
Cathy Jean and The Roommates,Cathy Jean and The Roommates
Cardi B & Bruno Mars,Cardi B
Paula Webb,Paula Webb
Rich The Kid,Rich The Kid
Do Or Die (Featuring Twista),Do Or Die (
Nappy Roots Featuring Anthony Hamilton,Nappy Roots
Gene & Eunice,Gene
Kendrick Lamar Featuring Drake,Kendrick Lamar
The Surfaris,The Surfaris
Carl Perkins,Carl Perkins
The Goodtimers,The Goodtimers
Casey Kelly,Casey Kelly
Cathy Carroll,Cathy Carroll
Jim Jones & Ron Browz Featuring Juelz Santana,Jim Jones
3rd Bass,3rd Bass
M,M
Drake Featuring The Throne,Drake
"French Montana Featuring Rick Ross, Drake, Lil Wayne",French Montana
"Marques Houston Featuring Jermaine ""JD"" Dupri",Marques Houston
Chris Brown Featuring Jay Biz,Chris Brown
"Diana Ross, Marvin Gaye, Smokey Robinson & Stevie Wonder",Diana Ross
The Murmaids,The Murmaids
MIKA Featuring Ariana Grande,MIKA
Drake Featuring Quavo & Travis Scott,Drake
Bobby Gregg and His Friends,Bobby Gregg and His Friends
Drake Featuring Jay Z,Drake
"SZA, The Weeknd & Travis Scott",SZA
Martha Reeves,Martha Reeves
The Fabulous Thunderbirds,The Fabulous Thunderbirds
Sam Smith Featuring Logic,Sam Smith
The Weeknd & Kendrick Lamar,The Weeknd
Jaron And The Long Road To Love,Jaron And The Long Road To Love
6LACK,6LACK
Charlie Russo,Charlie Russo
The Romeos,The Romeos
Jackie Moore,Jackie Moore
YoungBloodZ,YoungBloodZ
Britney Spears & Iggy Azalea,Britney Spears
Iyaz Featuring Travie McCoy,Iyaz
Curtis Lee,Curtis Lee
6LACK Featuring J. Cole,6LACK
Vanity,Vanity
Xenia,Xenia
Mondo Rock,Mondo Rock
Jerry Wallace With The Jewels,Jerry Wallace
Coldplay Featuring Rihanna,Coldplay
Miley Cyrus Featuring Dua Lipa,Miley Cyrus
L.A. Jets,L.A. Jets
Warren Storm,Warren Storm
Ricky Martin Featuring Meja,Ricky Martin
Ariana Grande Featuring Iggy Azalea,Ariana Grande
Cash Money Millionaires,Cash Money Millionaires
Nelly Furtado Featuring Timbaland,Nelly Furtado
Kid Ink Featuring Fetty Wap,Kid Ink
Romeo Santos Featuring Usher,Romeo Santos
Moneybagg Yo Featuring DaBaby,Moneybagg Yo
The Joe Chemay Band,The Joe Chemay Band
"The Checkmates, Ltd. Featuring Sonny Charles",The Checkmates
G-Eazy Featuring Chris Brown & Mark Morrison,G-Eazy
Big Sean & Metro Boomin Featuring 21 Savage,Big Sean
Chingy Featuring Tyrese,Chingy
Joe Budden,Joe Budden
Lightning Seeds,Lightning Seeds
Sons Of Funk,Sons Of Funk
Sleepy King,Sleepy King
Annie Lennox & Al Green,Annie Lennox
Alessi,Alessi
Brandy Featuring Chris Brown,Brandy
Plies Featuring Chris J,Plies
Young Jeezy Featuring Kanye West,Young Jeezy
Ray Smith,Ray Smith
Taco,Taco
Charice Featuring Iyaz,Charice
Sarah Jeffery,Sarah Jeffery
Rene And Ray,Rene And Ray
Young Jeezy Featuring 2 Chainz,Young Jeezy
DaBaby Featuring Stunna 4 Vegas,DaBaby
Max Werner,Max Werner
Lady Gaga & Ariana Grande,Lady Gaga
